	Date	ticker	buy_sell_point	Close	Volume	POS_score	POS_num	NEG_score	NEG_num	POS_score_list	NEG_score_list	POS_models_name	NEG_moldel_name
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	112	2]	75%0	25%87	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	86	2]	113	2]	86%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	112	2]	25%80	87%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	112	2]	75%0	25%87	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	86	2]	113	2]	86%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	112	2]	25%80	87%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	111	2]	75%0	25%86	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	86	2]	113	2]	86%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	112	2]	70	2]	25%87	70%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	105	2]	25%80	80%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	86	2]	113	2]	86%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	113	2]	25%80	88%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	86	2]	113	2]	86%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	113	2]	25%80	88%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	86	2]	113	2]	86%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	113	2]	25%80	88%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	86	2]	113	2]	86%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	113	2]	25%80	88%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	86	2]	113	2]	86%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	113	2]	25%80	88%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	86	2]	113	2]	86%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	113	2]	25%80	88%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	85	2]	114	2]	85%0	25%89	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	112	2]	25%80	87%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	112	2]	75%0	25%87	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	85	2]	114	2]	85%0	25%89	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	112	2]	25%80	87%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	85	2]	114	2]	85%0	25%89	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	112	2]	25%80	87%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	85	2]	114	2]	85%0	25%89	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	112	2]	25%80	87%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	85	2]	114	2]	85%0	25%89	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	112	2]	25%80	87%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	85	2]	114	2]	85%0	25%89	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	112	2]	25%80	87%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	85	2]	114	2]	85%0	25%89	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	112	2]	25%80	87%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	85	2]	114	2]	85%0	25%89	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	112	2]	25%80	87%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	2318.HK	0	48.95	4733840	75	2]	113	2]	75%0	25%88	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
22	2025-07-04 01:30:00	2318.HK	0	48.9	4733840	85	2]	114	2]	85%0	25%89	2318.HK_pos_good9_mult_lstm, 2318.HK_pos_reg4_mult_lstm	2318.HK_neg_low1__mult_gru, 2318.HK_neg_reg4_mult_dense2
21	2025-07-04 01:45:00	1299.HK	0	68.95	3620812	111	2]	80	2]	25%86	80%0	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1299.HK	0	69.3	3620812	105	2]	112	2]	25%80	87%25	1299.HK_pos_low1_mult_dense2, 1299.HK_pos_low1_mult_lstm	1299.HK_neg_low1_mult_lstm, 1299.HK_neg_low1_mult_dense2
21	2025-07-04 01:45:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
22	2025-07-04 01:30:00	1088.HK	0	30.95	435531	0	2]	0	2]	0%0	0%0	1088.HK_pos_reg4__mult_gru, 1088.HK_pos_good9_mult_lstm	1088.HK_neg_good9__mult_gru, 1088.HK_neg_low1_mult_dense2
